name,num,units,fall,spring,prereqs,coreqs
VLIS Independent Study,8745,3,1,1,[],[]
VLIS Capstone Independent Study Outcomes,8744,24,1,0,[],[]
Basic Leader Planning and Combat Operations,30301,5,1,0,[],[]
VLIS-Capstone Independent Study Process,8742,24,1,0,[],[]
Seminar in Data Science,8741,3,1,1,[],[]
Advanced Leader Planning and Combat Operations,30302,5,0,1,[],[]
Basic PTM,54158,6,0,1,[],[]
Production Symposium I,54159,6,1,0,[],[]
Seminar Data Systems,15649,3,1,1,[],[]
Studio in Big Data Systems,15648,12,0,1,[],[]
Software Engineering Independent Study,17806,1,1,1,[],[]
Stagecraft,54152,11,0,1,[],[]
Software Engineering Research,17808,12,1,0,[],[]
Computational Biology Internship,2801,3,0,1,[],[]
Computer Networks,15641,12,1,0,[],[]
Distributed Systems,15640,12,1,1,[],[]
Personalized Online Learning,5432,12,1,0,"[[15211], [85213], [85411]]",[]
User Interface Lab:,5433,9,1,0,[],[]
Programming Usable Interfaces,5430,6,1,0,"[[15100], [15112], [15127]]",[]
Software Structures for User Interfaces,5431,6,1,0,[],[]
Usable Privacy and Security,5436,9,0,1,[],[]
Ubiquitous Computing,5437,12,0,1,[],[]
Applied Machine Learning,5434,12,1,1,[],[]
Italian Literature and Repertoire,57431,3,0,1,[],[]
Developmental Neuroscience,3364,9,1,0,"[[3240], [3362], [3363]]",[]
The Role of Technology in Learning in the 21st Century,5438,12,0,1,[],[]
Communication Skills for the Academic Job Market,47991,6,0,1,[],[]
Secure Software Engineering,14735,12,1,0,[],[]
"Firms, Market Structures, and Strategy",73365,9,1,0,"[[21120, 21256, 73100, 73230], [21120, 21259, 73100, 73230]]",[]
Directing: Production IV,54457,12,1,0,[],[]
Organizational Intelligence in the Information Age,67344,9,1,0,[],[]
English/Contemporary Literature and Repertoire,57436,3,0,1,[],[]
Independent Study in International Management,70508,3,1,1,[],[]
Undergraduate Internship,88505,1,1,1,[],[]
Multitrack Recording,57438,9,0,1,"[[57337], [57341]]",[]
Chemical Research,9861,0,1,1,[],[]
Computational Photography,15463,12,1,0,"[[15213, 18202], [15213, 21241]]",[]
Entrepreneurship for Computer Science,15390,9,1,0,[],[]
Animation Art and Technology,15465,12,0,1,[[546]],[]
Special Topic: Science of the Web,15396,9,1,0,[],[]
Computer Game Programming,15466,12,1,0,[[546]],[]
The Civil War Era: 1848-1877,79247,9,1,0,[],[]
2D Media Studio: Print Media,60251,10,1,0,"[[60151], [60160]]",[]
Women in American History,79244,9,1,0,[],[]
African American History: Reconstruction to the Present,79242,9,0,1,[],[]
The Development of American Culture,79240,9,1,0,[],[]
Independent Study in Marketing,70503,3,1,1,[],[]
20th Century U.S.,79249,9,0,1,[],[]
Independent Study in Management,70502,3,1,1,[],[]
Conflict Resolution,91869,6,1,0,[],[]
Real Estate Design and Development,48452,6,1,0,[[830]],[[850]]
Perspectives on Industrial Research and Development,88345,9,1,0,[],[]
Interactive Art & Computational Design,51482,10,0,1,[],[]
Incompletion and the Embodied Experience in Architecture,48451,9,0,1,[],[]
Elements of Software Management,96780,12,1,0,[],[]
Advanced Topics in Stage Management,54454,3,0,1,[],[]
Graduate Reading and Research,85781,0,1,1,[],[]
Practicum in HCI,5888,3,1,1,[],[]
Independent Study,95924,1,1,1,[],[]
Documenting the 1967 Arab-Israeli War,79398,9,0,1,[],[]
Human Expertise,85392,9,1,0,"[[85211], [85213]]",[]
Independent Study,95927,1,1,1,[],[]
Intermediate Management Science I,90755,6,0,1,[],[]
Movement II,54208,3,0,1,"[[54107], [54108], [54207]]",[]
Independent Study,95922,1,1,1,[],[]
Business for Engineers,39200,9,1,1,[],[]
Advanced Structures,48455,9,0,1,[],[]
Independent Study,95928,1,1,1,[],[]
Independent Study,95929,1,1,1,[],[]
Health Economics,94705,12,1,0,[],[]
Bayesian Statistics in Marketing,47747,6,0,1,[],[]
Outside Research,88905,1,1,1,[],[]
Topics in Marketing:,47745,6,0,1,[],[]
Analytical and Structural Marketing Models,47744,6,0,1,[],[]
Graduate Research Seminar I,88900,6,1,0,[],[]
Graduate Research Seminar II,88901,6,0,1,[],[]
Utility-Free Theories of Decision Making,47740,6,0,1,[],[]
Engineering Economics,12421,6,1,0,[[112]],[]
Freshman Seminar: What is Scientific Thinking and How Can It Be Taught?,85122,9,1,0,[],[]
Energy Systems,70376,9,1,0,[],[]
Sharing Economies,51388,9,0,1,[],[]
Mathematical Modeling of Environmental Quality Systems,19726,12,0,1,[],[]
Design for Service,51385,9,1,0,[],[]
Special Topics: Materials for Energy Storage,19724,6,0,0,[],[]
Auctions and Markets,73440,9,1,0,"[[21120, 21256, 73100, 73230], [21120, 21259, 73100, 73230]]",[]
"Telecommunications, Technology Policy & Management",19722,12,0,1,[],[]
Naval Laboratory,32200,3,1,1,[],[]
Leadership & Management,32201,9,1,1,[],[]
Computational Perception,86375,9,1,0,[],[]
Environment Today: Food and the Environment,99734,1,0,1,[],[]
AutoCAD,12600,3,1,0,[],[]
Experimental Economics,88767,12,1,0,[],[]
Transportation Engineering,12604,9,0,1,[],[]
Dynamic Models for Firm Decision Making and Industrial Competition,88762,12,0,1,[],[]
Graduate Design Seminar I,51701,12,1,0,[],[]
Professional Development I,27299,1,1,0,[],[]
Digital Prototyping,51251,4.5,1,0,[],[[121]]
Graduate Design Seminar II for Interaction Design,51704,12,0,1,[],[]
Computing for the Arts with Processing,51257,9,1,1,[],[]
LTI Minor Project - Juniors,11390,12,1,1,[],[]
User Research Methods,51709,6,1,0,[],[]
Introduction to the ITIL Framework,95812,6,0,1,[],[]
Intermediate Database Management,95813,6,1,0,[],[]
Energy System Modeling,24722,12,1,0,[],[]
Advanced Thermodynamics,24721,12,1,0,[],[]
"Privacy, Policy Law & Technology",95818,12,1,0,[],[]
Topics of Japanese Studies:,82474,9,0,1,"[[82372], [82373]]",[]
International Finance,70398,9,0,1,"[[70391], [73200]]",[]
Topics in Japanese Studies:,82473,9,1,0,[[237]],[]
Professional Writing,94702,6,1,1,[],[]
Student Taught Courses (StuCo): Fun with Robots,98012,3,1,1,[],[]
Business Plan Development III,92878,12,1,0,[],[]
Professional Seminar,76700,3,1,0,[],[]
Introduction to Solid Mechanics I,12775,12,1,0,[],[]
Introduction to Solids II,12776,12,0,1,[],[]
Inelasticity,12772,12,1,0,[],[]
Dislocation Mechanics,12773,12,0,1,[],[]
Rehabilitation Engineering,42447,9,1,0,[],[]
Advanced Macroeconomic Theory,73253,6,1,1,"[[21120, 21122, 21256, 73100, 73230, 73240, 73252], [21120, 21122, 21259, 73100, 73230, 73240, 73252]]",[]
Writing for Economists,73270,9,1,1,"[[73100], [73230], [73240], [76101]]",[]
Medical Devices,42444,9,1,1,[],[]
architecture design studio: Sustainable design studio,48511,9,0,1,[],[]
Trajectories in Photography: Prehistory to 1945,60361,9,1,0,[],[]
Selection and Performance of Materials,27367,6,0,1,[[710]],[]
Architecture Design Studio: Computational Design Studio,48510,18,1,1,[],[]
Health Law,90832,12,0,1,[],[]
Literature and Repertoire,57737,3,1,1,[],[]
Chamber Music Literature II,57736,6,1,0,[],[]
Conducting Laboratory,57731,6,1,1,[],[]
Graduate Independent Study,51899,3,0,1,[],[]
"Dissenters and Believers: Romanticism, Radicalism, and Religiosity, 1789-1830:",76414,9,1,1,[[610]],[]
Introduction to Mathematical Software,21126,3,1,1,[],[]
Intermediate Arabic II,82212,9,0,1,[[211]],[]
Architecture Design Studio: Urban Design Build Studio,48514,18,0,1,[],[]
Piano Pedagogy II,57274,6,0,1,[[727]],[]
Introduction Modern Arabic Literature and Culture,82215,9,1,1,[],[]
Advanced Cellular Neuroscience,3762,12,0,1,[],[]
Calculus II for Biologists and Chemists,21124,10,0,1,[],[]
Music History I,57283,9,0,1,[],[[719]]
Metrics for Software Managers,96781,12,1,1,[],[]
Human Robot Interaction,16467,12,0,1,[],[]
Managerial Economics (MSIN),46700,6,0,1,[],[]
Applied Econometrics II,94835,6,1,0,[],[]
Repertoire and Listening for Musicians II,57289,3,1,0,[],[]
Piano Pedagogy I,57273,6,1,0,[],[]
Semantics & Aesthetics,51876,12,0,1,[],[]
Humanoids,16264,12,0,1,[],[]
Adventures in Arts Time,60109,9,0,1,[],[]
Probability Theory and Random Processes,36217,9,1,1,"[[21112], [21122], [21123], [21256], [21259]]",[]
Hardware for Software Engineers,17643,12,1,0,[],[]
Orchestration II,57271,6,0,1,[[725]],[]
Designed Fictions & Imagined Futures,51878,12,0,1,[],[]
Photography and Reality,60298,10,0,1,[],[]
Global Health Policy,90839,6,1,0,[],[]
Cognitive Neuroscience Research Methods,85314,9,0,1,[],[]
Political Philosophy,80235,9,1,0,[],[]
Hawai`i: America's Pacific Island State,79315,9,0,1,[],[]
Fundamentals of Telecommunications and Computer Networks,4641,12,1,0,[],[]
Advanced Financial Management of Health Care,90831,6,0,1,[],[]
Introduction to Financial Management of Health Care,90830,6,0,1,[],[]
Wireless Network,4644,12,0,1,[],[]
The Politics and Culture of Memory,79314,9,1,0,[],[]
Hispanic Studies Internship,82506,3,1,0,[],[]
Music History for Graduate Students II,57609,9,0,1,[],[]
Observation,57608,3,1,1,[],[[733]]
Special Topics: French,82502,3,0,0,[],[]
Research Methods in Cognitive Psychology,85310,9,1,1,"[[85211], [85213]]",[[630]]
Special Topics: French,82501,3,1,0,[],[]
Practice Teaching (Elementary),57603,6,1,1,"[[57355], [57393]]",[]
Graduate Forum,57600,0,1,1,[],[]
Vocal Methods,57607,3,0,1,[],[]
Introduction to Computational Cell Biology,2252,6,0,1,[[312]],[]
Introduction to Computational Molecular Biology,2251,6,0,1,[[312]],[]
Introduction to Computational Biology,2250,12,0,1,[[312]],[]
History of Mathematics,21350,9,1,0,[],[]
Probability,46921,6,1,0,[],[]
Statistical Inference,46923,6,1,0,[],[]
Production: Crew,57467,3,1,0,[],[]
Principles of Real Analysis I,21355,9,1,1,"[[21122], [21127]]",[]
Principles of Real Analysis II,21356,9,0,1,"[[21241, 21259, 21355], [21241, 21268, 21355], [21241, 21269, 21355]]",[]
Real Estate Development,90748,6,0,1,[],[]
Istanbul Constantinople,48373,9,1,0,[],[]
Financial Time Series Analysis,46929,6,0,1,[],[]
American House and Housing,48371,9,1,0,[[824]],[]
Production: Crew,57468,3,0,1,[],[]
Legislative Decision-Making: U.S. Congress,88393,9,0,1,[],[]
ETC Fundamentals,53700,9,1,0,[],[]
Collaborative Piano Skills I,57193,3,1,0,[],[]
Portrait Photography,60245,10,1,0,"[[51265], [60141], [62141]]",[]
Keyboard Studies,57191,3,1,1,[],[]
Repertoire and Listening for Musicians I,57190,3,0,1,[],[]
English for Music Students,57197,0,0,1,[],[]
English for Music Students,57196,0,1,0,[],[]
Collaborative Piano Skills II,57194,3,0,1,[[719]],[]
Production Preparation Grad II,54861,9,1,0,[],[]
Special Topics in ICT:,4800,12,0,0,[],[]
Special Topics in ICT Mini:,4801,6,1,0,[],[]
Sustainable Community Development,90789,12,0,1,[],[]
Biological Transport and Drug Delivery,42624,9,0,1,[],[]
Biomechanics & Motor Control,16868,12,1,0,[],[]
Cognitive Psychology,85211,9,1,1,[],[]
Engineering Molecular Cell Biology,42620,12,1,0,[],[]
German Language & Culture,45697,6,0,1,[],[]
Advanced Mobile Robot Development,16865,12,0,1,[],[]
Spanish Managers II,45695,12,0,1,[],[]
Mathematical Statistics (Honors),36326,9,0,1,[[632]],[]
Mobile Robot Design,16861,12,1,0,[],[]
Mandarin for Managers I,45691,12,1,0,[],[]
Spanish for Managers I,45690,12,1,0,[],[]
Major Studio (Trombone),57517,9,1,1,[],[]
Major Studio (Trumpet),57516,9,1,1,[],[]
Independent Study in Theory,54611,2,1,1,[],[]
Machine Learning:,10601,12,1,1,"[[15122, 15151], [15122, 21127]]","[[15359], [21325], [36217], [36225]]"
Major Studio (Bassoon),57513,9,1,1,[],[]
Methods in Medical Image Analysis,16725,12,0,1,[],[]
Major Studio (Oboe),57511,9,1,1,[],[]
Machine Learning with Large Datasets,10605,12,0,1,"[[15210], [15214]]","[[10601], [10701]]"
Autism: Psychological and Neuroscience Perspectives,85406,9,1,0,"[[85211], [85213], [85219], [85355], [85429]]",[]
Costumes in Practice,54516,6,0,1,[],[]
Junior Research Project,6300,3,1,1,[],[]
Major Studio (Tuba),57519,9,1,1,[],[]
Major Studio (Euphonium/Baritone),57518,9,1,1,[],[]
Data Mining,45851,6,0,1,[],[]
Applications of Operations Research,45850,6,1,0,[],[]
Playwriting III,54891,15,1,0,[],[]
Optimization Methods in Finance,45852,6,0,1,[],[]
Optimization Models for Operations,45854,6,0,1,[],[]
Internship,54895,9,1,0,[],[]
Mapping Urbanism,48576,9,0,1,[],[]
Middle Eastern Cities: Case Studies from Two Centuries of Urban History,48579,9,0,1,[[810]],[]
Building BXA: A Project Course,62291,5,1,0,[],[]
Astrophysics of Stars and the Galaxy,33467,9,1,0,"[[33224], [33234]]",[[334]]
Extragalactic Astrophysics and Cosmology,33466,9,0,1,"[[33224], [33234]]",[]
Freshman Seminar: Democracies and War,88124,9,0,1,[],[]
Artist Diploma Studio,57999,3,0,1,[],[]
Artist Diploma Studio,57998,36,1,0,[],[]
Dalcroze Eurhythmics Workshop,57958,3,1,1,[],[]
Undergraduate Reading and Research,21599,0,1,1,[],[]
Artist Diploma Recital,57993,0,1,0,[],[]
Artist Diploma Recital,57992,0,0,1,[],[]
Entrepreneurship in Entertainment Technology,53630,12,1,1,[],[]
ETC Elective Japan Location,53631,12,1,0,[],[]
Artist Diploma Studio,57997,3,0,1,[],[]
Artist Diploma Studio,57996,36,1,0,[],[]
Practicum,21590,3,0,1,[],[]
Artist Diploma Recital,57994,0,0,1,[],[]
Marketing I,70381,9,1,1,"[[76100], [76101], [76214], [76236], [76245], [76327], [76331], [76347], [82085]]",[]
Sharing Economies,51788,12,0,1,[],[]
Negotiation and Conflict Resolution,92886,6,0,1,[],[]
Consumer Behavior,70385,9,0,1,[[38]],[]
Differential Geometry,21759,12,1,0,[],[]
Scenery Thesis,54947,9,1,0,[],[]
Cultural Economics,93710,12,1,0,[],[]
Directing Thesis,54949,9,1,0,[],[]
Scenic Design Thesis,54948,9,0,1,[],[]
Special Topics in CAD:,18869,12,0,0,[],[]
"Causation, Law, and Social Policy",80321,9,0,1,[[620]],[]
Scenography,54431,6,1,0,[[433]],[]
"StuCo: Latin Dance: Salsa, Bachata, Merengue",98164,3,1,0,[],[]
Scenic Design: Modern Classical,54432,9,0,1,[],[]
Acting IV,54437,5,1,0,"[[54301], [54302]]",[]
Acting IV,54438,3,0,1,"[[54301], [54302]]",[]
Philosophy of Biology,80323,9,1,0,[],[]
Elementary Italian I,82161,12,1,0,[],[]
Topics in Psychology,85811,5,1,1,[],[]
V-Unit in Computer Science,15891,1,1,1,[],[]
Foundations of Electronic Marketplaces,15892,12,1,0,[],[]
Music Reading for Drama Technicians,54702,3,1,0,[],[]
Physics Sophomore Colloquium I,33201,2,1,0,[],[]
Leadership for Engineers,18603,12,1,1,[],[]
PhD Dissertation Defense,48797,5,1,1,[],[]
Physics Sophomore Colloquium II,33202,2,0,1,[],[]
Junior BME Research Project,42300,3,1,1,[],[]
Ph.D. Thesis,48793,36,1,1,[],[]
Ph.D. Independent Study,48792,0,1,1,[],[]
Eurhythmics for Graduate Music Students,57865,6,1,0,[],[]
Graduate Introduction to Playwriting,54700,9,1,0,[],[]
String Methods,57863,3,0,1,[],[]
Theater Architecture,48408,6,0,1,[],[]
Percussion Methods,57861,3,1,0,[],[]
Brass Methods,57860,3,1,0,[],[]
Speculative Studio,48405,18,1,0,"[[48400], [48412]]",[[841]]
Urban Design/Build Studio,48404,15,1,0,[],[]
Furniture Studio,48406,18,1,0,[],[]
Sustainable Design Studio,48401,18,1,0,[],[]
Computational Design Studio,48400,18,1,0,[[830]],[]
Critical Practices Studios,48403,18,1,0,[],[]
Urban Laboratory,48402,18,1,0,[],[]
Independent Study,3210,1,1,1,[],[]
Student Taught Courses (StuCo): Game Design in Processing,98127,3,1,0,[],[]
Global Histories:,79104,9,1,1,[],[]
Language and Culture for Teaching,99452,3,1,1,[],[]
Entertainment Design Studio,53723,12,1,1,[],[]
Solfege Proficiency Test,57778,0,1,0,[],[]
Internship,70499,1,1,1,[],[]
Ethos/Pathos,76895,9,1,0,[],[]
Composition for Theatrical Sound Design 1,54389,6,1,0,[],[]
Dramaturgy: Production I,54388,1,0,1,[],[]
Dramaturgy : Production I,54387,1,1,0,[],[]
Scenic Stagecraft: 3D Model Making,54386,4,0,1,[[423]],[]
Adaptation for the Stage,54385,9,0,1,[],[]
Entrepreneurial Finance: Valuation & Deal,70496,6,0,1,[[39]],[]
Freshman Seminar:,36149,9,0,1,[],[]
Freshman Seminar:,36148,9,0,1,[],[]
"Special Topics in Drama: History, Literature and Criticism",54381,6,1,0,[],[]
Music Reading for Drama Technicians,54380,3,1,0,[],[]
Introduction to Sound Design for Theatre,54166,6,0,1,"[[54171], [54172], [54231]]",[]
Foundation of Privacy,18734,12,1,0,[],[]
Production for Non Majors,54164,6,0,1,[],[]
Secure Software Systems,18732,12,0,1,[],[]
Applied Cryptography,18733,12,0,1,[],[]
Introduction to Computer Security,18730,12,1,0,[],[]
Network Security,18731,12,0,1,[],[]
Computer Science Practicum,15090,3,1,1,[],[]
Energy and the Environment,90768,12,1,0,[],[]
Studiocraft,54169,13,1,0,[],[]
Information Networking Thesis,14707,6,1,1,[],[]
Information Networking Project,14706,0,1,1,[],[]
MSIN/MSISTM Seminar,14705,0,0,1,[],[]
MSIN/MSISTM Seminar,14704,0,1,0,[],[]
INI MSIT Graduate Seminar,14703,6,1,0,[],[]
Stage Management: History of Management,54360,6,0,1,[],[]
Dramaturgy 5: Devised and Documentary Theatre,54363,9,1,0,"[[54109], [54184]]",[]
Probability and Computing,15659,12,1,0,[],[]
Constructive Logic,15657,9,1,0,[],[]
Foundation Programming Languages:,15652,12,0,1,[],[]
Production Electrics,54368,4,0,1,[],[]
Thermodynamics I,24221,10,1,0,"[[21122, 24101, 33106], [21123, 24101, 33106]]",[]
Algorithm Design and Analysis,15651,12,1,1,[],[]
Muslims in a Global Context: Southeast Asia:,94844,3,1,0,[],[]
Smart Cities: Growth and Intelligent Transportation Systems,94845,6,1,1,[],[]
"Coaching, Training & Employee Development",94846,6,0,1,[],[]
"The Global Financial System: Growth, Crisis & Opportunity",94847,12,0,1,[],[]
Lean Entrepreneurship,94840,6,1,1,[],[]
Programming R for Analytics,94842,6,1,0,[],[]
Research Seminar in Arts Management and Technology,94843,6,1,1,[],[]
Special Topics: Kinetics of Metallurgical Reactions and Processes,27561,6,1,0,[],[]
Nanostructured Materials,27565,9,0,1,[],[]
Funding Early Stage Ventures,45905,6,0,1,[],[]
Principles of Biotechnology,3370,9,0,1,[],[]
Undergraduate Research,19550,0,1,1,[],[]
Professional Writing Project,76708,3,0,1,[],[]
Enterprise Innovation,96809,24,0,1,[],[]
Piano Pedagogy III,57275,6,1,0,[[727]],[]
Global Communication Center Tutoring Practicum,76702,3,1,0,[],[]
"Photography, Community & Change",62334,9,0,1,[],[]
Communication Design Fundamentals,51761,12,1,0,[],[]
Independent Study in Professional Writing,76707,3,1,1,[],[]
Editing and Publishing,76706,9,1,1,[],[]
Professional Internship,76705,0,1,1,[],[]
Independent Study,47996,3,1,1,[],[]
Introduction to Computer Vision,15385,6,0,1,"[[15122, 18202], [15122, 21241, 21259]]",[]
Neural Computation,15386,9,0,1,"[[15112], [21122]]",[]
Computational Perception,15387,9,1,0,"[[15112], [21122], [21241]]",[]
Electronic Business,67352,9,1,0,[],[]
Artificial Intelligence: Representation and Problem Solving,15381,9,1,1,"[[15122], [15211]]",[]
Introduction to Text Processing,15383,6,1,0,"[[15121], [15122]]",[]
Chemistry of Gene Expression,9803,12,0,1,"[[3442, 9218], [9518], [9718]]",[]
Future of Industry,93865,3,1,0,[],[]
Curricular Practical Training,47998,3,1,1,[],[]
Major Choral Ensemble,57419,6,1,1,[],[]
Piano Maintenance I,57661,6,1,0,[],[]
Multi Platform Prod & Mktg,93863,3,1,0,[],[]
